Systematic Name,Standard Name,Sgd Alias,Description,gene_link
YNL041C,COG6,COD2|Golgi transport complex subunit COG6|SEC37,Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments,<a href='https://www.yeastgenome.org/locus/YNL041C' target='_blank'>YNL041C</a>
YNL042W,BOP3, ,Protein of unknown function; potential Cdc28p substrate; overproduction confers resistance to methylmercury,<a href='https://www.yeastgenome.org/locus/YNL042W' target='_blank'>YNL042W</a>
YNL042W-B, , ,Putative protein of unknown function,<a href='https://www.yeastgenome.org/locus/YNL042W-B' target='_blank'>YNL042W-B</a>
YNL043C, , ,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YIP3/YNL044W",<a href='https://www.yeastgenome.org/locus/YNL043C' target='_blank'>YNL043C</a>
YNL044W,YIP3, ,Protein localized to COPII vesicles; proposed to be involved in ER to Golgi transport; interacts with members of the Rab GTPase family and Yip1p; also interacts with Rtn1p,<a href='https://www.yeastgenome.org/locus/YNL044W' target='_blank'>YNL044W</a>
YNL045W,LAP2,bifunctional aminopeptidase/epoxide hydrolase,Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase,<a href='https://www.yeastgenome.org/locus/YNL045W' target='_blank'>YNL045W</a>
YNL046W, , ,Putative protein of unknown function; expression depends on Swi5p; GFP-fusion protein localizes to the endoplasmic reticulum; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO),<a href='https://www.yeastgenome.org/locus/YNL046W' target='_blank'>YNL046W</a>
YNL047C,SLM2,"LIT1|phosphatidylinositol 4,5-bisphosphate-binding protein","Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm1p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; SLM2 has a paralog, SLM1, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL047C' target='_blank'>YNL047C</a>
YNL048W,ALG11,"alpha-1,2-mannosyltransferase ALG11","Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER",<a href='https://www.yeastgenome.org/locus/YNL048W' target='_blank'>YNL048W</a>
YNL049C,SFB2,COPII subunit SFB2|ISS1,"Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog, SEC24, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL049C' target='_blank'>YNL049C</a>
YNL050C, , ,Putative protein of unknown function; YNL050c is not an essential gene,<a href='https://www.yeastgenome.org/locus/YNL050C' target='_blank'>YNL050C</a>
YNL051W,COG5,API4|COD4|Golgi transport complex subunit COG5,Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments,<a href='https://www.yeastgenome.org/locus/YNL051W' target='_blank'>YNL051W</a>
YNL052W,COX5A,cytochrome c oxidase subunit Va,"Subunit Va of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Ap is predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth; COX5A has a paralog, COX5B, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL052W' target='_blank'>YNL052W</a>
YNL053W,MSG5,tyrosine/serine/threonine protein phosphatase MSG5,Dual-specificity protein phosphatase; maintains low levels of both basal and induced cell integrity pathway signaling by dephosphorylation of the Slt2p MAPK; reciprocally regulated by Slt2p through phosphorylation; minor role with Ptp2p in the adaptive response to pheromone through the dephosphorylation of the Fus3p MAPK with major contribution by Ptp3p; inhibits the nuclear accumulation of Fus3p; two isoforms exist as the result of alternative translation initiation starts,<a href='https://www.yeastgenome.org/locus/YNL053W' target='_blank'>YNL053W</a>
YNL054W,VAC7, ,Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock,<a href='https://www.yeastgenome.org/locus/YNL054W' target='_blank'>YNL054W</a>
YNL055C,POR1,OMP2|porin POR1|VDAC|YVDAC1,Mitochondrial porin (voltage-dependent anion channel); outer membrane protein required for maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; couples the glutathione pools of the intermembrane space (IMS) and the cytosol; interacts with Om45 and Om14 in the outer membrane; phosphorylated; protein abundance increases in response to DNA replication stress,<a href='https://www.yeastgenome.org/locus/YNL055C' target='_blank'>YNL055C</a>
YNL056W,OCA2, ,Protein of unknown function; similar to predicted tyrosine phosphatases Oca1p and Siw14p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL056W is not an essential gene,<a href='https://www.yeastgenome.org/locus/YNL056W' target='_blank'>YNL056W</a>
YNL057W, , ,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",<a href='https://www.yeastgenome.org/locus/YNL057W' target='_blank'>YNL057W</a>
YNL058C, , ,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to vacuole; not an essential gene; YNL058C has a paralog, PRM5, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL058C' target='_blank'>YNL058C</a>
YNL059C,ARP5, ,Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; promotes nucleosome shifts in the 3 prime direction,<a href='https://www.yeastgenome.org/locus/YNL059C' target='_blank'>YNL059C</a>
YNL061W,NOP2,rRNA (cytosine-C5-)-methyltransferase NOP2|YNA1,"rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2, a gene upregulated in cancer",<a href='https://www.yeastgenome.org/locus/YNL061W' target='_blank'>YNL061W</a>
YNL062C,GCD10,TRM6|tRNA 1-methyladenosine methyltransferase subunit GCD10,"Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p; required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression",<a href='https://www.yeastgenome.org/locus/YNL062C' target='_blank'>YNL062C</a>
YNL063W,MTQ1,S-adenosylmethionine-dependent methyltransferase,S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene,<a href='https://www.yeastgenome.org/locus/YNL063W' target='_blank'>YNL063W</a>
YNL064C,YDJ1,HSP40|MAB3|MAS5|type I HSP40 co-chaperone YDJ1,Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; acts as an adaptor that helps Rsp5p recognize cytosolic misfolded proteins for ubiquitination after heat shock; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family; chimeric protein in which human p58IPK J domain replaces yeast Ydj1p J domain can complement yeast ydj1 mutant,<a href='https://www.yeastgenome.org/locus/YNL064C' target='_blank'>YNL064C</a>
YNL065W,AQR1, ,"Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; confers resistance to short-chain monocarboxylic acids and quinidine; involved in the excretion of excess amino acids; AQR1 has a paralog, QDR1, that arose from the whole genome duplication; relocalizes from plasma membrane to cytoplasm upon DNA replication stress",<a href='https://www.yeastgenome.org/locus/YNL065W' target='_blank'>YNL065W</a>
YNL066W,SUN4,putative glucosidase SUN4|SCW3,"Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog, SIM1, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL066W' target='_blank'>YNL066W</a>
YNL067W,RPL9B,L6|L8B|L9B|ribosomal 60S subunit protein L9B|rp24|uL6|YL11,"Ribosomal 60S subunit protein L9B; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9B has a paralog, RPL9A, that arose from a single-locus duplication",<a href='https://www.yeastgenome.org/locus/YNL067W' target='_blank'>YNL067W</a>
YNL067W-A, ,YNL067W-B,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",<a href='https://www.yeastgenome.org/locus/YNL067W-A' target='_blank'>YNL067W-A</a>
YNL067W-B, ,YNL067W-A,Putative protein of unknown function,<a href='https://www.yeastgenome.org/locus/YNL067W-B' target='_blank'>YNL067W-B</a>
YNL068C,FKH2,forkhead family transcription factor FKH2,"Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering, activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia",<a href='https://www.yeastgenome.org/locus/YNL068C' target='_blank'>YNL068C</a>
YNL069C,RPL16B,L13|L16B|L21B|ribosomal 60S subunit protein L16B|rp23|RP23|uL13|YL15,"Ribosomal 60S subunit protein L16B; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16B has a paralog, RPL16A, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL069C' target='_blank'>YNL069C</a>
YNL070W,TOM7,MOM7|YOK22,Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex,<a href='https://www.yeastgenome.org/locus/YNL070W' target='_blank'>YNL070W</a>
YNL071W,LAT1,dihydrolipoyllysine-residue acetyltransferase|ODP2|PDA2,Dihydrolipoamide acetyltransferase component (E2) of the PDC; the pyruvate dehydrogenase complex (PDC) catalyzes the oxidative decarboxylation of pyruvate to acetyl-CoA; metabolic longevity factor required for calorie restriction-mediated life span extension,<a href='https://www.yeastgenome.org/locus/YNL071W' target='_blank'>YNL071W</a>
YNL072W,RNH201,ribonuclease H2 catalytic subunit RNH201|Rnh2A|RNH35,Ribonuclease H2 catalytic subunit; removes RNA primers during Okazaki fragment synthesis and errant ribonucleotides misincorporated during DNA replication; role in ribonucleotide excision repair; homolog of RNAse HI; related to human AGS4 which causes Aicardi-Goutieres syndrome,<a href='https://www.yeastgenome.org/locus/YNL072W' target='_blank'>YNL072W</a>
YNL073W,MSK1,lysine--tRNA ligase MSK1,Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys),<a href='https://www.yeastgenome.org/locus/YNL073W' target='_blank'>YNL073W</a>
YNL074C,MLF3,YMK1,"Serine-rich protein of unknown function; predicted to be palmitoylated; overproduction suppresses growth inhibition caused by exposure to immunosuppressant leflunomide; MLF3 has a paralog, VHS2, that arose from the whole genome duplication",<a href='https://www.yeastgenome.org/locus/YNL074C' target='_blank'>YNL074C</a>
YNL075W,IMP4,snoRNA-binding rRNA-processing protein IMP4,Component of the SSU processome; SSU processome is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs,<a href='https://www.yeastgenome.org/locus/YNL075W' target='_blank'>YNL075W</a>
YNL076W,MKS1,LYS80,Pleiotropic negative transcriptional regulator; involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling,<a href='https://www.yeastgenome.org/locus/YNL076W' target='_blank'>YNL076W</a>
